VAR_COMPLETO;VAR;NUM_CATEGORIA;CATEGORIA
Poblacio.C5P7DI;C5P7DI;80503;Cusco, Canas, distrito: Kunturkanki
Poblacio.C5P7DI;C5P7DI;80504;Cusco, Canas, distrito: Langui
Poblacio.C5P7DI;C5P7DI;80505;Cusco, Canas, distrito: Layo
Poblacio.C5P7DI;C5P7DI;80506;Cusco, Canas, distrito: Pampamarca
Poblacio.C5P7DI;C5P7DI;80507;Cusco, Canas, distrito: Quehue
Poblacio.C5P7DI;C5P7DI;80508;Cusco, Canas, distrito: Túpac Amaru
Poblacio.C5P7DI;C5P7DI;80599;Cusco, Canas, distrito no especificado
Poblacio.C5P7DI;C5P7DI;80601;Cusco, Canchis, distrito: Sicuani
Poblacio.C5P7DI;C5P7DI;80602;Cusco, Canchis, distrito: Checacupe
Poblacio.C5P7DI;C5P7DI;80603;Cusco, Canchis, distrito: Combapata
Poblacio.C5P7DI;C5P7DI;80604;Cusco, Canchis, distrito: Marangani
Poblacio.C5P7DI;C5P7DI;80605;Cusco, Canchis, distrito: Pitumarca
Poblacio.C5P7DI;C5P7DI;80606;Cusco, Canchis, distrito: San Pablo
Poblacio.C5P7DI;C5P7DI;80607;Cusco, Canchis, distrito: San Pedro
Poblacio.C5P7DI;C5P7DI;80608;Cusco, Canchis, distrito: Tinta
Poblacio.C5P7DI;C5P7DI;80699;Cusco, Canchis, distrito no especificado
Poblacio.C5P7DI;C5P7DI;80701;Cusco, Chumbivilcas, distrito: Santo Tomas
Poblacio.C5P7DI;C5P7DI;80702;Cusco, Chumbivilcas, distrito: Capacmarca
Poblacio.C5P7DI;C5P7DI;80703;Cusco, Chumbivilcas, distrito: Chamaca
Poblacio.C5P7DI;C5P7DI;80704;Cusco, Chumbivilcas, distrito: Colquemarca
Poblacio.C5P7DI;C5P7DI;80705;Cusco, Chumbivilcas, distrito: Livitaca
Poblacio.C5P7DI;C5P7DI;80706;Cusco, Chumbivilcas, distrito: Llusco
Poblacio.C5P7DI;C5P7DI;80707;Cusco, Chumbivilcas, distrito: Quiñota
Poblacio.C5P7DI;C5P7DI;80708;Cusco, Chumbivilcas, distrito: Velille
Poblacio.C5P7DI;C5P7DI;80799;Cusco, Chumbivilcas, distrito no especificado
Poblacio.C5P7DI;C5P7DI;80801;Cusco, Espinar, distrito: Espinar
Poblacio.C5P7DI;C5P7DI;80802;Cusco, Espinar, distrito: Condoroma
Poblacio.C5P7DI;C5P7DI;80803;Cusco, Espinar, distrito: Coporaque
Poblacio.C5P7DI;C5P7DI;80804;Cusco, Espinar, distrito: Ocoruro
Poblacio.C5P7DI;C5P7DI;80805;Cusco, Espinar, distrito: Pallpata
Poblacio.C5P7DI;C5P7DI;80806;Cusco, Espinar, distrito: Pichigua
Poblacio.C5P7DI;C5P7DI;80807;Cusco, Espinar, distrito: Suyckutambo
Poblacio.C5P7DI;C5P7DI;80808;Cusco, Espinar, distrito: Alto Pichigua
Poblacio.C5P7DI;C5P7DI;80899;Cusco, Espinar, distrito no especificado
Poblacio.C5P7DI;C5P7DI;80901;Cusco, La Convención, distrito: Santa Ana
Poblacio.C5P7DI;C5P7DI;80902;Cusco, La Convención, distrito: Echarate
Poblacio.C5P7DI;C5P7DI;80903;Cusco, La Convención, distrito: Huayopata
Poblacio.C5P7DI;C5P7DI;80904;Cusco, La Convención, distrito: Maranura
Poblacio.C5P7DI;C5P7DI;80905;Cusco, La Convención, distrito: Ocobamba
Poblacio.C5P7DI;C5P7DI;80906;Cusco, La Convención, distrito: Quellouno
Poblacio.C5P7DI;C5P7DI;80907;Cusco, La Convención, distrito: Kimbiri
Poblacio.C5P7DI;C5P7DI;80908;Cusco, La Convención, distrito: Santa Teresa
Poblacio.C5P7DI;C5P7DI;80909;Cusco, La Convención, distrito: Vilcabamba
Poblacio.C5P7DI;C5P7DI;80910;Cusco, La Convención, distrito: Pichari
Poblacio.C5P7DI;C5P7DI;80911;Cusco, La Convención, distrito: Inkawasi
Poblacio.C5P7DI;C5P7DI;80912;Cusco, La Convención, distrito: Villa Virgen
Poblacio.C5P7DI;C5P7DI;80913;Cusco, La Convención, distrito: Villa Kintiarina
Poblacio.C5P7DI;C5P7DI;80914;Cusco, La Convención, distrito: Megantoni
Poblacio.C5P7DI;C5P7DI;80999;Cusco, La Convención, distrito no especificado
Poblacio.C5P7DI;C5P7DI;81001;Cusco, Paruro, distrito: Paruro
Poblacio.C5P7DI;C5P7DI;81002;Cusco, Paruro, distrito: Accha
Poblacio.C5P7DI;C5P7DI;81003;Cusco, Paruro, distrito: Ccapi
Poblacio.C5P7DI;C5P7DI;81004;Cusco, Paruro, distrito: Colcha
Poblacio.C5P7DI;C5P7DI;81005;Cusco, Paruro, distrito: Huanoquite
Poblacio.C5P7DI;C5P7DI;81006;Cusco, Paruro, distrito: Omacha
Poblacio.C5P7DI;C5P7DI;81007;Cusco, Paruro, distrito: Paccaritambo
Poblacio.C5P7DI;C5P7DI;81008;Cusco, Paruro, distrito: Pillpinto
Poblacio.C5P7DI;C5P7DI;81009;Cusco, Paruro, distrito: Yaurisque
Poblacio.C5P7DI;C5P7DI;81099;Cusco, Paruro, distrito no especificado
Poblacio.C5P7DI;C5P7DI;81101;Cusco, Paucartambo, distrito: Paucartambo
Poblacio.C5P7DI;C5P7DI;81102;Cusco, Paucartambo, distrito: Caicay
Poblacio.C5P7DI;C5P7DI;81103;Cusco, Paucartambo, distrito: Challabamba
Poblacio.C5P7DI;C5P7DI;81104;Cusco, Paucartambo, distrito: Colquepata
Poblacio.C5P7DI;C5P7DI;81105;Cusco, Paucartambo, distrito: Huancarani
Poblacio.C5P7DI;C5P7DI;81106;Cusco, Paucartambo, distrito: Kosñipata
Poblacio.C5P7DI;C5P7DI;81199;Cusco, Paucartambo, distrito no especificado
Poblacio.C5P7DI;C5P7DI;81201;Cusco, Quispicanchi, distrito: Urcos
Poblacio.C5P7DI;C5P7DI;81202;Cusco, Quispicanchi, distrito: Andahuaylillas
Poblacio.C5P7DI;C5P7DI;81203;Cusco, Quispicanchi, distrito: Camanti
Poblacio.C5P7DI;C5P7DI;81204;Cusco, Quispicanchi, distrito: Ccarhuayo
Poblacio.C5P7DI;C5P7DI;81205;Cusco, Quispicanchi, distrito: Ccatca
Poblacio.C5P7DI;C5P7DI;81206;Cusco, Quispicanchi, distrito: Cusipata
Poblacio.C5P7DI;C5P7DI;81207;Cusco, Quispicanchi, distrito: Huaro
Poblacio.C5P7DI;C5P7DI;81208;Cusco, Quispicanchi, distrito: Lucre
Poblacio.C5P7DI;C5P7DI;81209;Cusco, Quispicanchi, distrito: Marcapata
Poblacio.C5P7DI;C5P7DI;81210;Cusco, Quispicanchi, distrito: Ocongate
Poblacio.C5P7DI;C5P7DI;81211;Cusco, Quispicanchi, distrito: Oropesa
Poblacio.C5P7DI;C5P7DI;81212;Cusco, Quispicanchi, distrito: Quiquijana
Poblacio.C5P7DI;C5P7DI;81299;Cusco, Quispicanchi, distrito no especificado
Poblacio.C5P7DI;C5P7DI;81301;Cusco, Urubamba, distrito: Urubamba
Poblacio.C5P7DI;C5P7DI;81302;Cusco, Urubamba, distrito: Chinchero
Poblacio.C5P7DI;C5P7DI;81303;Cusco, Urubamba, distrito: Huayllabamba
Poblacio.C5P7DI;C5P7DI;81304;Cusco, Urubamba, distrito: Machupicchu
Poblacio.C5P7DI;C5P7DI;81305;Cusco, Urubamba, distrito: Maras
Poblacio.C5P7DI;C5P7DI;81306;Cusco, Urubamba, distrito: Ollantaytambo
Poblacio.C5P7DI;C5P7DI;81307;Cusco, Urubamba, distrito: Yucay
Poblacio.C5P7DI;C5P7DI;81399;Cusco, Urubamba, distrito no especificado
Poblacio.C5P7DI;C5P7DI;89999;Cusco, prov. no especificado, distrito no especificado
Poblacio.C5P7DI;C5P7DI;90101;Huancavelica, Huancavelica, distrito: Huancavelica
Poblacio.C5P7DI;C5P7DI;90102;Huancavelica, Huancavelica, distrito: Acobambilla
Poblacio.C5P7DI;C5P7DI;90103;Huancavelica, Huancavelica, distrito: Acoria
Poblacio.C5P7DI;C5P7DI;90104;Huancavelica, Huancavelica, distrito: Conayca
Poblacio.C5P7DI;C5P7DI;90105;Huancavelica, Huancavelica, distrito: Cuenca
Poblacio.C5P7DI;C5P7DI;90106;Huancavelica, Huancavelica, distrito: Huachocolpa
Poblacio.C5P7DI;C5P7DI;90107;Huancavelica, Huancavelica, distrito: Huayllahuara
Poblacio.C5P7DI;C5P7DI;90108;Huancavelica, Huancavelica, distrito: Izcuchaca
Poblacio.C5P7DI;C5P7DI;90109;Huancavelica, Huancavelica, distrito: Laria
Poblacio.C5P7DI;C5P7DI;90110;Huancavelica, Huancavelica, distrito: Manta
Poblacio.C5P7DI;C5P7DI;90111;Huancavelica, Huancavelica, distrito: Mariscal Caceres
Poblacio.C5P7DI;C5P7DI;90112;Huancavelica, Huancavelica, distrito: Moya
Poblacio.C5P7DI;C5P7DI;90113;Huancavelica, Huancavelica, distrito: Nuevo Occoro
Poblacio.C5P7DI;C5P7DI;90114;Huancavelica, Huancavelica, distrito: Palca
Poblacio.C5P7DI;C5P7DI;90115;Huancavelica, Huancavelica, distrito: Pilchaca
Poblacio.C5P7DI;C5P7DI;90116;Huancavelica, Huancavelica, distrito: Vilca
Poblacio.C5P7DI;C5P7DI;90117;Huancavelica, Huancavelica, distrito: Yauli
Poblacio.C5P7DI;C5P7DI;90118;Huancavelica, Huancavelica, distrito: Ascensión
Poblacio.C5P7DI;C5P7DI;90119;Huancavelica, Huancavelica, distrito: Huando
Poblacio.C5P7DI;C5P7DI;90199;Huancavelica, Huancavelica, distrito no especificado
Poblacio.C5P7DI;C5P7DI;90201;Huancavelica, Acobamba, distrito: Acobamba
Poblacio.C5P7DI;C5P7DI;90202;Huancavelica, Acobamba, distrito: Andabamba
Poblacio.C5P7DI;C5P7DI;90203;Huancavelica, Acobamba, distrito: Anta
Poblacio.C5P7DI;C5P7DI;90204;Huancavelica, Acobamba, distrito: Caja
Poblacio.C5P7DI;C5P7DI;90205;Huancavelica, Acobamba, distrito: Marcas
Poblacio.C5P7DI;C5P7DI;90206;Huancavelica, Acobamba, distrito: Paucara
Poblacio.C5P7DI;C5P7DI;90207;Huancavelica, Acobamba, distrito: Pomacocha
Poblacio.C5P7DI;C5P7DI;90208;Huancavelica, Acobamba, distrito: Rosario
Poblacio.C5P7DI;C5P7DI;90299;Huancavelica, Acobamba, distrito no especificado
Poblacio.C5P7DI;C5P7DI;90301;Huancavelica, Angaraes, distrito: Lircay
Poblacio.C5P7DI;C5P7DI;90302;Huancavelica, Angaraes, distrito: Anchonga
Poblacio.C5P7DI;C5P7DI;90303;Huancavelica, Angaraes, distrito: Callanmarca
Poblacio.C5P7DI;C5P7DI;90304;Huancavelica, Angaraes, distrito: Ccochaccasa
Poblacio.C5P7DI;C5P7DI;90305;Huancavelica, Angaraes, distrito: Chincho
Poblacio.C5P7DI;C5P7DI;90306;Huancavelica, Angaraes, distrito: Congalla
Poblacio.C5P7DI;C5P7DI;90307;Huancavelica, Angaraes, distrito: Huanca-Huanca
Poblacio.C5P7DI;C5P7DI;90308;Huancavelica, Angaraes, distrito: Huayllay Grande
Poblacio.C5P7DI;C5P7DI;90309;Huancavelica, Angaraes, distrito: Julcamarca
Poblacio.C5P7DI;C5P7DI;90310;Huancavelica, Angaraes, distrito: San Antonio de Antaparco
Poblacio.C5P7DI;C5P7DI;90311;Huancavelica, Angaraes, distrito: Santo Tomas de Pata
Poblacio.C5P7DI;C5P7DI;90312;Huancavelica, Angaraes, distrito: Secclla
Poblacio.C5P7DI;C5P7DI;90399;Huancavelica, Angaraes, distrito no especificado
Poblacio.C5P7DI;C5P7DI;90401;Huancavelica, Castrovirreyna, distrito: Castrovirreyna
Poblacio.C5P7DI;C5P7DI;90402;Huancavelica, Castrovirreyna, distrito: Arma
Poblacio.C5P7DI;C5P7DI;90403;Huancavelica, Castrovirreyna, distrito: Aurahua
Poblacio.C5P7DI;C5P7DI;90404;Huancavelica, Castrovirreyna, distrito: Capillas
Poblacio.C5P7DI;C5P7DI;90405;Huancavelica, Castrovirreyna, distrito: Chupamarca
Poblacio.C5P7DI;C5P7DI;90406;Huancavelica, Castrovirreyna, distrito: Cocas
Poblacio.C5P7DI;C5P7DI;90407;Huancavelica, Castrovirreyna, distrito: Huachos
Poblacio.C5P7DI;C5P7DI;90408;Huancavelica, Castrovirreyna, distrito: Huamatambo
Poblacio.C5P7DI;C5P7DI;90409;Huancavelica, Castrovirreyna, distrito: Mollepampa
Poblacio.C5P7DI;C5P7DI;90410;Huancavelica, Castrovirreyna, distrito: San Juan
Poblacio.C5P7DI;C5P7DI;90411;Huancavelica, Castrovirreyna, distrito: Santa Ana
Poblacio.C5P7DI;C5P7DI;90412;Huancavelica, Castrovirreyna, distrito: Tantara
Poblacio.C5P7DI;C5P7DI;90413;Huancavelica, Castrovirreyna, distrito: Ticrapo
Poblacio.C5P7DI;C5P7DI;90499;Huancavelica, Castrovirreyna, distrito no especificado
Poblacio.C5P7DI;C5P7DI;90501;Huancavelica, Churcampa, distrito: Churcampa
Poblacio.C5P7DI;C5P7DI;90502;Huancavelica, Churcampa, distrito: Anco
Poblacio.C5P7DI;C5P7DI;90503;Huancavelica, Churcampa, distrito: Chinchihuasi
Poblacio.C5P7DI;C5P7DI;90504;Huancavelica, Churcampa, distrito: El Carmen
Poblacio.C5P7DI;C5P7DI;90505;Huancavelica, Churcampa, distrito: La Merced
Poblacio.C5P7DI;C5P7DI;90506;Huancavelica, Churcampa, distrito: Locroja
Poblacio.C5P7DI;C5P7DI;90507;Huancavelica, Churcampa, distrito: Paucarbamba
Poblacio.C5P7DI;C5P7DI;90508;Huancavelica, Churcampa, distrito: San Miguel de Mayocc
Poblacio.C5P7DI;C5P7DI;90509;Huancavelica, Churcampa, distrito: San Pedro de Coris
Poblacio.C5P7DI;C5P7DI;90510;Huancavelica, Churcampa, distrito: Pachamarca
Poblacio.C5P7DI;C5P7DI;90511;Huancavelica, Churcampa, distrito: Cosme
Poblacio.C5P7DI;C5P7DI;90599;Huancavelica, Churcampa, distrito no especificado
Poblacio.C5P7DI;C5P7DI;90601;Huancavelica, Huaytara, distrito: Huaytara
Poblacio.C5P7DI;C5P7DI;90602;Huancavelica, Huaytara, distrito: Ayavi
Poblacio.C5P7DI;C5P7DI;90603;Huancavelica, Huaytara, distrito: Córdova
Poblacio.C5P7DI;C5P7DI;90604;Huancavelica, Huaytara, distrito: Huayacundo Arma
Poblacio.C5P7DI;C5P7DI;90605;Huancavelica, Huaytara, distrito: Laramarca
Poblacio.C5P7DI;C5P7DI;90606;Huancavelica, Huaytara, distrito: Ocoyo
Poblacio.C5P7DI;C5P7DI;90607;Huancavelica, Huaytara, distrito: Pilpichaca
Poblacio.C5P7DI;C5P7DI;90608;Huancavelica, Huaytara, distrito: Querco
Poblacio.C5P7DI;C5P7DI;90609;Huancavelica, Huaytara, distrito: Quito-Arma
Poblacio.C5P7DI;C5P7DI;90610;Huancavelica, Huaytara, distrito: San Antonio de Cusicancha
Poblacio.C5P7DI;C5P7DI;90611;Huancavelica, Huaytara, distrito: San Francisco de Sangayaico
Poblacio.C5P7DI;C5P7DI;90612;Huancavelica, Huaytara, distrito: San Isidro
Poblacio.C5P7DI;C5P7DI;90613;Huancavelica, Huaytara, distrito: Santiago de Chocorvos
Poblacio.C5P7DI;C5P7DI;90614;Huancavelica, Huaytara, distrito: Santiago de Quirahuara
Poblacio.C5P7DI;C5P7DI;90615;Huancavelica, Huaytara, distrito: Santo Domingo de Capillas
Poblacio.C5P7DI;C5P7DI;90616;Huancavelica, Huaytara, distrito: Tambo
Poblacio.C5P7DI;C5P7DI;90699;Huancavelica, Huaytara, distrito no especificado
Poblacio.C5P7DI;C5P7DI;90701;Huancavelica, Tayacaja, distrito: Pampas
Poblacio.C5P7DI;C5P7DI;90702;Huancavelica, Tayacaja, distrito: Acostambo
Poblacio.C5P7DI;C5P7DI;90703;Huancavelica, Tayacaja, distrito: Acraquia
Poblacio.C5P7DI;C5P7DI;90704;Huancavelica, Tayacaja, distrito: Ahuaycha
Poblacio.C5P7DI;C5P7DI;90705;Huancavelica, Tayacaja, distrito: Colcabamba
Poblacio.C5P7DI;C5P7DI;90706;Huancavelica, Tayacaja, distrito: Daniel Hernandez
Poblacio.C5P7DI;C5P7DI;90707;Huancavelica, Tayacaja, distrito: Huachocolpa
Poblacio.C5P7DI;C5P7DI;90709;Huancavelica, Tayacaja, distrito: Huaribamba
Poblacio.C5P7DI;C5P7DI;90710;Huancavelica, Tayacaja, distrito: Ñahuimpuquio
Poblacio.C5P7DI;C5P7DI;90711;Huancavelica, Tayacaja, distrito: Pazos
Poblacio.C5P7DI;C5P7DI;90713;Huancavelica, Tayacaja, distrito: Quishuar
Poblacio.C5P7DI;C5P7DI;90714;Huancavelica, Tayacaja, distrito: Salcabamba
Poblacio.C5P7DI;C5P7DI;90715;Huancavelica, Tayacaja, distrito: Salcahuasi
Poblacio.C5P7DI;C5P7DI;90716;Huancavelica, Tayacaja, distrito: San Marcos de Rocchac
Poblacio.C5P7DI;C5P7DI;90717;Huancavelica, Tayacaja, distrito: Surcubamba
Poblacio.C5P7DI;C5P7DI;90718;Huancavelica, Tayacaja, distrito: Tintay Puncu
Poblacio.C5P7DI;C5P7DI;90719;Huancavelica, Tayacaja, distrito: Quichuas
Poblacio.C5P7DI;C5P7DI;90720;Huancavelica, Tayacaja, distrito: Andaymarca
Poblacio.C5P7DI;C5P7DI;90721;Huancavelica, Tayacaja, distrito: Roble
Poblacio.C5P7DI;C5P7DI;90722;Huancavelica, Tayacaja, distrito: Pichos
Poblacio.C5P7DI;C5P7DI;90723;Huancavelica, Tayacaja, distrito: Santiago de Tucuma
Poblacio.C5P7DI;C5P7DI;90799;Huancavelica, Tayacaja, distrito no especificado
Poblacio.C5P7DI;C5P7DI;99999;Huancavelica, prov. no especificado, distrito no especificado
Poblacio.C5P7DI;C5P7DI;100101;Huánuco, Huánuco, distrito: Huánuco
Poblacio.C5P7DI;C5P7DI;100102;Huánuco, Huánuco, distrito: Amarilis
Poblacio.C5P7DI;C5P7DI;100103;Huánuco, Huánuco, distrito: Chinchao
Poblacio.C5P7DI;C5P7DI;100104;Huánuco, Huánuco, distrito: Churubamba
Poblacio.C5P7DI;C5P7DI;100105;Huánuco, Huánuco, distrito: Margos
Poblacio.C5P7DI;C5P7DI;100106;Huánuco, Huánuco, distrito: Quisqui (Kichki)
Poblacio.C5P7DI;C5P7DI;100107;Huánuco, Huánuco, distrito: San Francisco de Cayran
Poblacio.C5P7DI;C5P7DI;100108;Huánuco, Huánuco, distrito: San Pedro de Chaulan
Poblacio.C5P7DI;C5P7DI;100109;Huánuco, Huánuco, distrito: Santa Maria del Valle
Poblacio.C5P7DI;C5P7DI;100110;Huánuco, Huánuco, distrito: Yarumayo
Poblacio.C5P7DI;C5P7DI;100111;Huánuco, Huánuco, distrito: Pillco Marca
Poblacio.C5P7DI;C5P7DI;100112;Huánuco, Huánuco, distrito: Yacus
Poblacio.C5P7DI;C5P7DI;100113;Huánuco, Huánuco, distrito: San Pablo de Pillao
Poblacio.C5P7DI;C5P7DI;100199;Huánuco, Huánuco, distrito no especificado
Poblacio.C5P7DI;C5P7DI;100201;Huánuco, Ambo, distrito: Ambo
Poblacio.C5P7DI;C5P7DI;100202;Huánuco, Ambo, distrito: Cayna
Poblacio.C5P7DI;C5P7DI;100203;Huánuco, Ambo, distrito: Colpas
Poblacio.C5P7DI;C5P7DI;100204;Huánuco, Ambo, distrito: Conchamarca
Poblacio.C5P7DI;C5P7DI;100205;Huánuco, Ambo, distrito: Huacar
Poblacio.C5P7DI;C5P7DI;100206;Huánuco, Ambo, distrito: San Francisco
Poblacio.C5P7DI;C5P7DI;100207;Huánuco, Ambo, distrito: San Rafael
Poblacio.C5P7DI;C5P7DI;100208;Huánuco, Ambo, distrito: Tomay Kichwa
Poblacio.C5P7DI;C5P7DI;100299;Huánuco, Ambo, distrito no especificado
Poblacio.C5P7DI;C5P7DI;100301;Huánuco, Dos de Mayo, distrito: La Unión
Poblacio.C5P7DI;C5P7DI;100307;Huánuco, Dos de Mayo, distrito: Chuquis
Poblacio.C5P7DI;C5P7DI;100311;Huánuco, Dos de Mayo, distrito: Marias
Poblacio.C5P7DI;C5P7DI;100313;Huánuco, Dos de Mayo, distrito: Pachas
Poblacio.C5P7DI;C5P7DI;100316;Huánuco, Dos de Mayo, distrito: Quivilla
Poblacio.C5P7DI;C5P7DI;100317;Huánuco, Dos de Mayo, distrito: Ripan
Poblacio.C5P7DI;C5P7DI;100321;Huánuco, Dos de Mayo, distrito: Shunqui
Poblacio.C5P7DI;C5P7DI;100322;Huánuco, Dos de Mayo, distrito: Sillapata
Poblacio.C5P7DI;C5P7DI;100323;Huánuco, Dos de Mayo, distrito: Yanas
Poblacio.C5P7DI;C5P7DI;100399;Huánuco, Dos de Mayo, distrito no especificado
Poblacio.C5P7DI;C5P7DI;100401;Huánuco, Huacaybamba, distrito: Huacaybamba
Poblacio.C5P7DI;C5P7DI;100402;Huánuco, Huacaybamba, distrito: Canchabamba
Poblacio.C5P7DI;C5P7DI;100403;Huánuco, Huacaybamba, distrito: Cochabamba
Poblacio.C5P7DI;C5P7DI;100404;Huánuco, Huacaybamba, distrito: Pinra
Poblacio.C5P7DI;C5P7DI;100499;Huánuco, Huacaybamba, distrito no especificado
Poblacio.C5P7DI;C5P7DI;100501;Huánuco, Huamalies, distrito: Llata
Poblacio.C5P7DI;C5P7DI;100502;Huánuco, Huamalies, distrito: Arancay
Poblacio.C5P7DI;C5P7DI;100503;Huánuco, Huamalies, distrito: Chavin de Pariarca
Poblacio.C5P7DI;C5P7DI;100504;Huánuco, Huamalies, distrito: Jacas Grande
Poblacio.C5P7DI;C5P7DI;100505;Huánuco, Huamalies, distrito: Jircan
Poblacio.C5P7DI;C5P7DI;100506;Huánuco, Huamalies, distrito: Miraflores
Poblacio.C5P7DI;C5P7DI;100507;Huánuco, Huamalies, distrito: Monzon
Poblacio.C5P7DI;C5P7DI;100508;Huánuco, Huamalies, distrito: Punchao
Poblacio.C5P7DI;C5P7DI;100509;Huánuco, Huamalies, distrito: Puños
Poblacio.C5P7DI;C5P7DI;100510;Huánuco, Huamalies, distrito: Singa
Poblacio.C5P7DI;C5P7DI;100511;Huánuco, Huamalies, distrito: Tantamayo
Poblacio.C5P7DI;C5P7DI;100599;Huánuco, Huamalies, distrito no especificado
Poblacio.C5P7DI;C5P7DI;100601;Huánuco, Leoncio Prado, distrito: Rupa-Rupa
Poblacio.C5P7DI;C5P7DI;100602;Huánuco, Leoncio Prado, distrito: Daniel Alomia Robles
Poblacio.C5P7DI;C5P7DI;100603;Huánuco, Leoncio Prado, distrito: Hermilio Valdizan
Poblacio.C5P7DI;C5P7DI;100604;Huánuco, Leoncio Prado, distrito: Jose Crespo y Castillo
Poblacio.C5P7DI;C5P7DI;100605;Huánuco, Leoncio Prado, distrito: Luyando
Poblacio.C5P7DI;C5P7DI;100606;Huánuco, Leoncio Prado, distrito: Mariano Dámaso Beraun
Poblacio.C5P7DI;C5P7DI;100607;Huánuco, Leoncio Prado, distrito: Pucayacu
Poblacio.C5P7DI;C5P7DI;100608;Huánuco, Leoncio Prado, distrito: Castillo Grande
Poblacio.C5P7DI;C5P7DI;100609;Huánuco, Leoncio Prado, distrito: Pueblo Nuevo
Poblacio.C5P7DI;C5P7DI;100610;Huánuco, Leoncio Prado, distrito: Santo Domingo de Anda
Poblacio.C5P7DI;C5P7DI;100699;Huánuco, Leoncio Prado, distrito no especificado
Poblacio.C5P7DI;C5P7DI;100701;Huánuco, Marañón, distrito: Huacrachuco
Poblacio.C5P7DI;C5P7DI;100702;Huánuco, Marañón, distrito: Cholón
Poblacio.C5P7DI;C5P7DI;100703;Huánuco, Marañón, distrito: San Buenaventura
Poblacio.C5P7DI;C5P7DI;100704;Huánuco, Marañón, distrito: La Morada
Poblacio.C5P7DI;C5P7DI;100705;Huánuco, Marañón, distrito: Santa Rosa de Alto Yanajanca
Poblacio.C5P7DI;C5P7DI;100799;Huánuco, Marañón, distrito no especificado
Poblacio.C5P7DI;C5P7DI;100801;Huánuco, Pachitea, distrito: Panao
Poblacio.C5P7DI;C5P7DI;100802;Huánuco, Pachitea, distrito: Chaglla
Poblacio.C5P7DI;C5P7DI;100803;Huánuco, Pachitea, distrito: Molino
Poblacio.C5P7DI;C5P7DI;100804;Huánuco, Pachitea, distrito: Umari
Poblacio.C5P7DI;C5P7DI;100899;Huánuco, Pachitea, distrito no especificado
Poblacio.C5P7DI;C5P7DI;100901;Huánuco, Puerto Inca, distrito: Puerto Inca
Poblacio.C5P7DI;C5P7DI;100902;Huánuco, Puerto Inca, distrito: Codo del Pozuzo
Poblacio.C5P7DI;C5P7DI;100903;Huánuco, Puerto Inca, distrito: Honoria
Poblacio.C5P7DI;C5P7DI;100904;Huánuco, Puerto Inca, distrito: Tournavista
Poblacio.C5P7DI;C5P7DI;100905;Huánuco, Puerto Inca, distrito: Yuyapichis
Poblacio.C5P7DI;C5P7DI;100999;Huánuco, Puerto Inca, distrito no especificado
Poblacio.C5P7DI;C5P7DI;101001;Huánuco, Lauricocha, distrito: Jesús
Poblacio.C5P7DI;C5P7DI;101002;Huánuco, Lauricocha, distrito: Baños
Poblacio.C5P7DI;C5P7DI;101003;Huánuco, Lauricocha, distrito: Jivia
Poblacio.C5P7DI;C5P7DI;101004;Huánuco, Lauricocha, distrito: Queropalca
Poblacio.C5P7DI;C5P7DI;101005;Huánuco, Lauricocha, distrito: Rondos
Poblacio.C5P7DI;C5P7DI;101006;Huánuco, Lauricocha, distrito: San Francisco de Asís
Poblacio.C5P7DI;C5P7DI;101007;Huánuco, Lauricocha, distrito: San Miguel de Cauri
Poblacio.C5P7DI;C5P7DI;101099;Huánuco, Lauricocha, distrito no especificado
Poblacio.C5P7DI;C5P7DI;101101;Huánuco, Yarowilca, distrito: Chavinillo
Poblacio.C5P7DI;C5P7DI;101102;Huánuco, Yarowilca, distrito: Cahuac
Poblacio.C5P7DI;C5P7DI;101103;Huánuco, Yarowilca, distrito: Chacabamba
Poblacio.C5P7DI;C5P7DI;101104;Huánuco, Yarowilca, distrito: Aparicio Pomares
Poblacio.C5P7DI;C5P7DI;101105;Huánuco, Yarowilca, distrito: Jacas Chico
Poblacio.C5P7DI;C5P7DI;101106;Huánuco, Yarowilca, distrito: Obas
Poblacio.C5P7DI;C5P7DI;101107;Huánuco, Yarowilca, distrito: Pampamarca
Poblacio.C5P7DI;C5P7DI;101108;Huánuco, Yarowilca, distrito: Choras
Poblacio.C5P7DI;C5P7DI;101199;Huánuco, Yarowilca, distrito no especificado
Poblacio.C5P7DI;C5P7DI;109999;Huánuco, prov. no especificado, distrito no especificado
Poblacio.C5P7DI;C5P7DI;110101;Ica, Ica, distrito: Ica
Poblacio.C5P7DI;C5P7DI;110102;Ica, Ica, distrito: La Tinguiña
Poblacio.C5P7DI;C5P7DI;110103;Ica, Ica, distrito: Los Aquijes
Poblacio.C5P7DI;C5P7DI;110104;Ica, Ica, distrito: Ocucaje
Poblacio.C5P7DI;C5P7DI;110105;Ica, Ica, distrito: Pachacutec
Poblacio.C5P7DI;C5P7DI;110106;Ica, Ica, distrito: Parcona
Poblacio.C5P7DI;C5P7DI;110107;Ica, Ica, distrito: Pueblo Nuevo
Poblacio.C5P7DI;C5P7DI;110108;Ica, Ica, distrito: Salas
Poblacio.C5P7DI;C5P7DI;110109;Ica, Ica, distrito: San Jose de Los Molinos
Poblacio.C5P7DI;C5P7DI;110110;Ica, Ica, distrito: San Juan Bautista
Poblacio.C5P7DI;C5P7DI;110111;Ica, Ica, distrito: Santiago
